Doctor Name,Address,PTR
AILEEN BULATAO,nan,nan
DIANA BERNAL,nan,nan
MICHAEL FERNANDEZ,nan,nan
RANDOLF ABALOS,nan,nan
MILDEANA DE GUZMAN,nan,nan
JUBILIA DE GUZMAN,nan,nan
MARILYN KATRINA CARO,nan,nan
LIZA MARIE PAZ TAN,nan,nan
MARIE CRISTE CIRIACO,nan,nan
PAHINAG MARIE CRIS,nan,nan
RICHARD BALLO,nan,nan
SACHI YUMUL,nan,nan
FRANCES OBRERO ARTAJOS,nan,nan
MARSHA MICHELLE CABUENA,nan,nan
ROMEO MOLANO,nan,nan
MIKHAIL PARADO,nan,nan
LALA BAMBICO,nan,nan
RAYMOND ORIBIO,nan,nan
SHERWIN DELA CRUZ,nan,nan
EVA MARIE MADAYAG,nan,nan
JACOBA YSIS,nan,nan
MANDER CAMBONGA,nan,nan
CONRADO MARBELLA,nan,nan
SONNY ABSALON,nan,nan
JESUS ANCHETA,nan,nan
EDWARD TOM LO,nan,nan
IVAN LODRONO,nan,nan
ALLAN ARGAMOSA,nan,nan
LYNN MICHELLE SOLDIVILLO,nan,nan
JOSEPHINE JIMENEZ,nan,nan
JOSE ABINOJA,nan,nan
RODERICK RAMOS,nan,nan
ENRICO VALDEZ,nan,nan
NICKSON AUSTRIA,nan,nan
EZEKIEL JOHN ALICANDO,nan,nan
CARREON MARIA ISABEL,nan,nan
EMELROSE TINOCO,nan,nan
DARREN JANSEN MANALO,nan,nan
AARON BULANHAGUI,nan,nan
BASIL ERIC TENORIO,nan,nan
FRANCISCA PAGLINAWAN,nan,nan
EMILIA GRACIA BERON,nan,nan
JOE VINCENT VALDEZ,nan,nan
MA CHERYL VALDEZ,nan,nan
JEFFREY HUMARANG,nan,nan
MA LAURA BIELLE REYES,nan,nan
RACHEL ANN NAPA,nan,nan
MA ASUNCION AZCARTE,nan,nan
DENNIS LUMABI,nan,nan
GIGI VILLAMAYOR,nan,nan
JEAN NOBLEJAS,nan,nan
MARTIN JAMIAS,nan,nan
RODELIO BALDOVINO,nan,nan
LIZEL CASTILLO,nan,nan
MARIBEL NOSCE,nan,nan
CYNTHIA SANCHEZ,nan,nan
CARLITO BELTRAN,nan,nan
CATHERINE SERRANO,nan,nan
LEORINO SOBREPENA,nan,nan
VINKIE REYES,nan,nan
ARNEL GABRIEL,nan,nan
HENRY SANCHA,nan,nan
LORD IVAN MANANGBAO,nan,nan
MONINA CHUA,nan,nan
ROMMEL IRABAGON,nan,nan
ELIODORO TANTOO,nan,nan
KATHERINE TOLENTINO,nan,nan
MARITES RONQUILLO,nan,nan
IRMINA BELTRAN,nan,nan
CHRISTY MAE LUGTU,nan,nan
ROBERT JOHN MAGCALAS,nan,nan
JALILAH ANGAD,nan,nan
WILNER DE GUZMAN,nan,nan
BOB PANGAN,nan,nan
CROMWELL MEDINA,nan,nan
RENEAH GOINGCO,nan,nan
AMIEL VALERIO,nan,nan
LEI ANN CAROLINO,nan,nan
ALICA HIZON,nan,nan
MARY GRACE GOMEZ,nan,nan
GIL ALFONSO,nan,nan
MA CECILIA ARKONCEL,nan,nan
NATHANIEL MERCADO,nan,nan
MARIE ANTONETTE LUMBOY,nan,nan
MARY JANE BENAVIDEZ,nan,nan
PIA SALVADOR,nan,nan
NYMPHA PARALEJAS,nan,nan
LEONORA MENDOZA,nan,nan
NIKKI CRUZ,nan,nan
ROBERTO BOLINAS,nan,nan
JOSEPH RAYO,nan,nan
GUIA DACUMOS,nan,nan
ALMIRA MAGLAQUI LIM,nan,nan
BENEDICTO CHUA,nan,nan
MARICHELLE PILE,nan,nan
PHILIP CRUZ,nan,nan
MA VERONICA BULAONG,nan,nan
JOHN MALUNDO,nan,nan
JUAN GREGO TORDESILLAS,nan,nan
JUAN FRANCO TORDESILLAS,nan,nan
JULIAN OLGADO,nan,nan
NESTOR ERIC LAPLANO,nan,nan
CLARISSA ROBERTO LUCERO,nan,nan
RONAN MENDOZA,nan,nan
ROY CONCEPCION,nan,nan
MARIA BLANCA DE GUZMAN,nan,nan
JOLO DELA CRUZ,nan,nan
CHRISTOPHER NITAFAN,nan,nan
JASMIN FALGUI SAN GABRIEL,nan,nan
ALEXANDER TUAZON,nan,nan
JOYCE SERRANO,nan,nan
ROLANDO DEDUYO,nan,nan
JOYCE TAN CO,nan,nan
LENY JUSAYAN,nan,nan
MIA REGINALD,nan,nan
RENE BORBE,nan,nan
MARY ANN DACAYAN,nan,nan
VICENTE ORTIZ,nan,nan
ROEL SANTIAGO,nan,nan
ROMAN GUMAYAGAY,nan,nan
CATHERINE MONTE,nan,nan
HANSEL SANTOS,nan,nan
KELVIN BARTOLOME,nan,nan
EMERITO CRUZ,nan,nan
ERVIN SANTOS,nan,nan
PATRICK ONA,nan,nan
HONOLINA GOMEZ,nan,nan
ALEXANDER REYES,nan,nan
ERIC JOHN MARAYAG,nan,nan
RACHELLE CHUA,nan,nan
TIMOTHY DY,nan,nan
NICA KRISTINE LEE,nan,nan
TRACY JILL NG,nan,nan
LOUIE TAN,nan,nan
ALLEN ANDREW SY,nan,nan
PORSHIA COMES NATIVIDAD,nan,nan
PHILIP TAN,nan,nan
ABASOLO DAISY MAY,Chinese General Hospital,nan
ABLAZA PAUL JOHN,University Of Santo Tomas Hospital,nan
ALBA WILLY,Chinese General Hospital,nan
ALBA REBECCA,Chinese General Hospital,nan
ANG EVELYN,Chinese General Hospital,nan
ASIS LEILANI,University Of Santo Tomas Hospital,nan
BALILI CHARLENE,University Of Santo Tomas Hospital,nan
BANTOLO ALENA,University Of Santo Tomas Hospital,nan
BAUTISTA JESELLE,University Of Santo Tomas Hospital,nan
BAWAL DIONISE,University Of Santo Tomas Hospital,nan
CABUS CHARLES,Chinese General Hospital,nan
CAJUCOM RICHILDA AMOR,Chinese General Hospital,nan
CAYCO AGNES MAY,Chinese General Hospital,nan
CHAN  HENRY,Chinese General Hospital,nan
CHU JUDY,Chinese General Hospital,nan
CHUA CRISTINA,Chinese General Hospital,nan
CHUA RACHELLE,Chinese General Hospital,nan
CHUA ERIC,Chinese General Hospital,nan
CO MICHELLE,Chinese General Hospital,nan
CORONADO YLA,Chinese General Hospital,nan
CUNANAN ELAINE,University Of Santo Tomas Hospital,nan
DACAYAN MARY ANN,University Of Santo Tomas Hospital,nan
DE GUZMAN WILSON,University Of Santo Tomas Hospital,nan
DE LARA AILEEN CYNTHIA,University Of Santo Tomas Hospital,82531.0
DE LEON FROILAN,University Of Santo Tomas Hospital,nan
DE LEON JAN GIL,University Of Santo Tomas Hospital,nan
DELA CRUZ ALVIN,Chinese General Hospital,nan
DELA CRUZ BERNICE,Chinese General Hospital,nan
DEMAPELIS PAOLO,University Of Santo Tomas Hospital,nan
DICO-GO JOYCE,Chinese General Hospital,nan
DY TIMOTHY,Chinese General Hospital,nan
EBBA EDGARDO,University Of Santo Tomas Hospital,nan
FABROS CRIS LORENZO,Chinese General Hospital,nan
FAMORCAN MARIA STELLA,University Of Santo Tomas Hospital,nan
FONTE JAY,University Of Santo Tomas Hospital,nan
GAN FLORENCE,University Of Santo Tomas Hospital,nan
GASCON BUEN CARMEN,University Of Santo Tomas Hospital,nan
GENERIC GENERIC,GENERIC,nan
GOMEZ HONOLINA,University Of Santo Tomas Hospital,nan
GOMEZ FAYE,University Of Santo Tomas Hospital,nan
GUIANG JUDE,University Of Santo Tomas Hospital,nan
JAIME CIARA FATIMA,Chinese General Hospital,nan
KHO SJOBERG,University Of Santo Tomas Hospital,nan
KOH ABNER,Chinese General Hospital,nan
LACSON JO ROCEL,University Of Santo Tomas Hospital,nan
LAGUESMA ROMINA,University Of Santo Tomas Hospital,nan
LEE NICA KRISTINE,Chinese General Hospital,nan
LIM DONDI,University Of Santo Tomas Hospital,nan
LIM ALVIN,University Of Santo Tomas Hospital,nan
LIM GOLDEE,Chinese General Hospital,nan
LIM ROSIE,Chinese General Hospital,nan
LIM EDWARD,Chinese General Hospital,nan
LIM-BAGAY MELISSA,Chinese General Hospital,nan
LOPEZ LIZETTE,University Of Santo Tomas Hospital,nan
LORILLA RICHARDSON,University Of Santo Tomas Hospital,nan
LUCAS PAUL,Mary Chiles,nan
MALONG CHARITO,University Of Santo Tomas Hospital,nan
MANIPOL RYEL KATHERINE,Chinese General Hospital,nan
MAPA HERALD,University Of Santo Tomas Hospital,nan
MARAYAG ERIC,University Of Santo Tomas Hospital,nan
MATAWARAN BIEN,University Of Santo Tomas Hospital,87816.0
MATEO MARILYN,University Of Santo Tomas Hospital,nan
MEMORACION CAERALYNE,University Of Santo Tomas Hospital,nan
MENDOZA ERICK,University Of Santo Tomas Hospital,nan
MONZON ERICKA LYN,Chinese General Hospital,nan
NARANJILLA RAYMUND,University Of Santo Tomas Hospital,71457.0
NATIVIDAD PORSHIA,University Of Santo Tomas Hospital,nan
NAVARRO MARIE STELLA,University Of Santo Tomas Hospital,nan
NG TRACY,Chinese General Hospital,nan
ONA PATRICK,University Of Santo Tomas Hospital,nan
ONG GO MARY,Chinese General Hospital,nan
ORTIZ JUAN MIGUEL,University Of Santo Tomas Hospital,79847.0
OSIAS JERNY,Chinese General Hospital,nan
PEREZ MELCO,Chinese General Hospital,nan
PINEDA ALEJANDRO,University Of Santo Tomas Hospital,nan
RAMIREZ MARCELLUS,University Of Santo Tomas Hospital,87815.0
REYES ALEXANDER,University Of Santo Tomas Hospital,nan
REYES DON,University Of Santo Tomas Hospital,nan
RICAFRENTE JEORGINA,Tans clinic,nan
ROMERO JONVI,Chinese General Hospital,nan
SEBASTIAN REYNALDO,Chinese General Hospital,nan
SEE JOHNSON,Chinese General Hospital,nan
SEVILLA ALMALYN,Chinese General Hospital,nan
SIA JESSIELYN,Chinese General Hospital,nan
SIA TAN JOSEPH,Chinese General Hospital,nan
SY JONATHAN,Chinese General Hospital,nan
SY ALLEN ANDREW,Chinese General Hospital,nan
SY MARIANNE,Chinese General Hospital,nan
TAN KENT ANTHONY,Chinese General Hospital,nan
TAN PHILIP,Tans clinic,nan
TAN IMELDA,Tans clinic,nan
TAN ANTHONY,Tans clinic,nan
TAN SHARMAINE,Tans clinic,nan
TAN DIANA,Tans clinic,nan
TAN MICHELLE,Tans clinic,nan
TAN LOUIE,Chinese General Hospital,nan
TANCHEE-NGO MAY JANE,Chinese General Hospital,nan
TEH LEAH CORINNA,Chinese General Hospital,nan
TINHAY LORA MAY,Chinese General Hospital,nan
TINHAY EDUARDO,Chinese General Hospital,nan
UNTALAN RUSSEL,University Of Santo Tomas Hospital,nan
UY MELISSA,Chinese General Hospital,nan
UY LEVI DEAN,Chinese General Hospital,nan
UY HO JEAN,University Of Santo Tomas Hospital,nan
VICERA JENNIFER,University Of Santo Tomas Hospital,nan
VILLESPIN IVAN,University Of Santo Tomas Hospital,nan
VIUDEZ EMILY,Chinese General Hospital,nan
YAP FRANCES ANN,University Of Santo Tomas Hospital,nan
YU KATE NICOLE,Chinese General Hospital,nan
ZACARIAS MANUEL,University Of Santo Tomas Hospital,nan
ABAD DUREZA,ILOILO MISSION HOSPITAL,nan
ABONADO GERALD JOEL,JANIUAY ILOILO,nan
ADELANTAR GEOFFREY,ILOILO DOCTORS HOSPITAL,nan
ADVINCULA JOEL,ST PAULS HOSPITAL ILOILO,nan
AGUIRRE PEDRO GIL,ILOILO DOCTORS HOSPITAL,nan
AGURO MARVIE,ROXAS CITY,nan
ALAVA RYNDELL,ILOILO MISSION HOSPITAL,nan
ALAYON TRINA,WESTERN VISAYAS MEDICAL CENTER,nan
ALDON ALMA,ILOILO DOCTORS HOSPITAL,nan
ALERTA FLORENTINO,ILOILO MISSION HOSPITAL,nan
AMANTILLO VICTOR,ST PAULS HOSPITAL ILOILO,nan
AMARGO DIOSDADO,ST PAULS HOSPITAL ILOILO,nan
ANAYAN SEGUNDO,ILOILO DOCTORS HOSPITAL,nan
ANDORA  HEENA VALERIE,WESTERN VISAYAS MEDICAL CENTER,nan
ANDRADA PETER BRYAN,ROXAS CITY,nan
ARCE SIMEON,KALIBO,nan
BAGUIO BRUCE,ROXAS CITY,nan
BALBASTRO RAMEL RAMON,ST PAULS HOSPITAL ILOILO,nan
BASCO ARRIANE,ST PAULS HOSPITAL ILOILO,nan
BAYSON RICHELLE JOY,ILOILO DOCTORS HOSPITAL,nan
BELTRAN JANET,ST PAULS HOSPITAL ILOILO,nan
BELUSO  KATHRYN,ROXAS CITY,nan
BESARES FLORENCE,MOLO ILOILO CITY,nan
BISNAR JOANNE,ROXAS CITY,nan
BLANCAVER RENE,ROXAS CITY,nan
BRIONES MABINI,WESTERN VISAYAS MEDICAL CENTER,nan
BUCAYAN AMIEL,WESTERN VISAYAS MEDICAL CENTER,nan
BUCAYAN AMIEL,WESTERN VISAYAS STATE UNIVERSITY MEDICAL CENTER,nan
BULACLAC JOHN,ROXAS CITY,nan
BULLO JIMMY JAY,ILOILO MISSION HOSPITAL,nan
CHUA AIME,ST PAULS HOSPITAL ILOILO,nan
CHUA AUDREY MARIE,ILOILO DOCTORS HOSPITAL,nan
COMUELO JERUSHA,ST PAULS HOSPITAL ILOILO,nan
CORDERO ETHEL,ST PAULS HOSPITAL ILOILO,nan
COSCA  ROWENA,ST PAULS HOSPITAL ILOILO,nan
DABAO LUIS,ST PAULS HOSPITAL ILOILO,nan
DAQUILANEA DAISY,HEALTHWAY QUALIMED HOSPITAL ILOILO,nan
DE JOSE JOHNNA,KALIBO,nan
DE LEON JAPHET,ILOILO DOCTORS HOSPITAL,nan
DE PILI MA. SYLVIA THERESA,ST PAULS HOSPITAL ILOILO,nan
DEBUQUE EILEEN MAY,KALIBO,nan
DELA CRUZ PETER BRYAN,HEALTHSCREEN ILOILO,nan
DELA CRUZ ALISTAIR KASHMIR,KALIBO,nan
DIAZ DELMA,ST PAULS HOSPITAL ILOILO,nan
DIAZ JESUS,ROXAS CITY,nan
DIMZON LESTER,HEALTHSCREEN ILOILO,nan
DIVINAGRACIA MELBERT,ST PAULS HOSPITAL ILOILO,nan
DIVINAGRACIA ELLAMAE,ST PAULS HOSPITAL ILOILO,nan
DOMINGGO MICHAEL,WESTERN VISAYAS MEDICAL CENTER,nan
ENCARNACION DANILO,ST PAULS HOSPITAL ILOILO,nan
ENGADA ROGELIO,ST PAULS HOSPITAL ILOILO,nan
ERALDO CATHERINE,WESTERN VISAYAS MEDICAL CENTER,nan
ERUM MA. CHRISTINA,ILOILO DOCTORS HOSPITAL,nan
ESCANLAR IRENE,TIGBAUAN ILOILO,nan
ESPANOLA HENRIETTA,ST PAULS HOSPITAL ILOILO,nan
ESTEPAR ROBERTO,ILOILO DOCTORS HOSPITAL,nan
FABILA AIME,ILOILO DOCTORS HOSPITAL,nan
FEDERICO ARCENAS,MEDICUS HEALTH PARTNERS CONDO CLINIC,nan
FERNANDEZ GRACE,ILOILO DOCTORS HOSPITAL,nan
FERNANDEZ EDMUNDO,KALIBO,nan
FLORETE CECILIA,ST PAULS HOSPITAL ILOILO,nan
FOLLOSO MELMAR,KALIBO,nan
FRANCO DELMA,ST PAULS HOSPITAL ILOILO,nan
GALURA LYZA CAMILLE,ST PAULS HOSPITAL ILOILO,nan
GANZON KEVIN NOMER,WESTERN VISAYAS STATE UNIVERSITY MEDICAL CENTER,nan
GAW TE JOHN,ST PAULS HOSPITAL ILOILO,nan
GENERIC 1,GENERIC,nan
GENERIC MD 1,GENERIC INSTITUTION,nan
GENERIC MD 2,GENERIC INSTITUTION,nan
GENERIC MD 3,GENERIC INSTITUTION,nan
GENERIC MD 4,GENERIC INSTITUTION,nan
GENERIC MD 5,GENERIC INSTITUTION,nan
GENERIC MD 6,GENERIC INSTITUTION,nan
GENERIC MD 7,GENERIC INSTITUTION,nan
GENERIC MD 8,GENERIC INSTITUTION,nan
GENERIC MD 9,GENERIC INSTITUTION,nan
GENERIC MD 10,GENERIC INSTITUTION,nan
GENERIC MD 11,GENERIC INSTITUTION,nan
GENERIC MD 12,GENERIC INSTITUTION,nan
GENERIC MD 13,GENERIC INSTITUTION,nan
GENERIC MD 14,GENERIC INSTITUTION,nan
GENERIC MD 15,GENERIC INSTITUTION,nan
GENERIC MD 16,GENERIC INSTITUTION,nan
GENERIC MD 17,GENERIC INSTITUTION,nan
GENERIC MD 18,GENERIC INSTITUTION,nan
GENERIC MD 19,GENERIC INSTITUTION,nan
GENERIC MD 20,GENERIC INSTITUTION,nan
GILO REINA PAZ,GUIMBAL ILOILO,nan
GUIOMALA RASHEED ALADDIN,WESTERN VISAYAS MEDICAL CENTER,nan
HALILI RYAN,MEDICUS HEALTH PARTNERS CONDO CLINIC,nan
HORMILLOSA MARY PAULINE,ILOILO DOCTORS HOSPITAL,nan
IGNACIO MAY,KALIBO,nan
INOSANTO MA. FELMA,OTON ILOILO,nan
JALANDRA SHEILA MAY,ST PAULS HOSPITAL ILOILO,nan
JARDIOLIN CHESTER,ILOILO DOCTORS HOSPITAL,nan
JARINA PINKY,TIGBAUAN ILOILO,nan
JAVA LEONARDO,OTON ILOILO,nan
JAVIER JOY,MIAGAO ILOILO,nan
JINON EPIFAINIA,LEGANES ILOILO,nan
JORDAN RHODELYN,ROXAS CITY,nan
JOVER KARL,ILOILO MISSION HOSPITAL,nan
LADRIDO IV DARLETTE,KALIBO,nan
LASALETA CHARISSE CHRISTINE,WESTERN VISAYAS MEDICAL CENTER,nan
LOQUIANO MA. ZENNY,ST PAULS HOSPITAL ILOILO,nan
MACLANG .GLENN,ST PAULS HOSPITAL ILOILO,nan
MAGAYANES RAMONA,KALIBO,nan
MAJEWSKI GENEVIEVE,ST PAULS HOSPITAL ILOILO,nan
MALAKI LENNY,ST PAULS HOSPITAL ILOILO,nan
MALATA RUEL,ST PAULS HOSPITAL ILOILO,nan
MANAAY GLENN,ILOILO DOCTORS HOSPITAL,nan
MARANON ELMA,MEDICUS HEALTH PARTNERS CONDO CLINIC,nan
MEJIA OMAR JOHN,ROXAS CITY,nan
MOLLENIDO REY,ILOILO MEDICAL CENTER,nan
MOSQUETE ROMMEL,ROXAS CITY,nan
NADALA THERESA RUBI,ILOILO DOCTORS HOSPITAL,nan
NADALA FRANCIS,ILOILO DOCTORS HOSPITAL,nan
OBLIGAR PHILOMINE DAPHNE,ROXAS CITY,nan
ORCAJADA ROMEO,MAXICARE,nan
ORTEGA JEANETTE,KALIBO,nan
PADILLA ROLANDO,ILOILO DOCTORS HOSPITAL,nan
PANTON GLYSDI,WESTERN VISAYAS MEDICAL CENTER,nan
PEDROLA LESLIE,LEGANES ILOILO,nan
PERALTA MARIANI ANGEL,WESTERN VISAYAS STATE UNIVERSITY MEDICAL CENTER,nan
PESQUERA RYZAMEIL,ILOILO MEDICAL CENTER,nan
RABANES ARIEL,ILOILO MISSION HOSPITAL,nan
RAMOS HANNAH THEA,WESTERN VISAYAS STATE UNIVERSITY MEDICAL CENTER,nan
RAMOS KENNETH,WESTERN VISAYAS MEDICAL CENTER,nan
RAVENA JOVIE ROSE,ILOILO DOCTORS HOSPITAL,nan
REYES ANTONIO III,MEDICUS HEALTH PARTNERS CONDO CLINIC,nan
REYES ANTONIO JR,MEDICUS HEALTH PARTNERS CONDO CLINIC,nan
REYES MARY CAMILLE,WESTERN VISAYAS MEDICAL CENTER,nan
RIVERA ALEJANDRO EMMANUEL,ILOILO DOCTORS HOSPITAL,nan
RODRIGUEZ BILLY JOE,WESTERN VISAYAS MEDICAL CENTER,nan
SAJO JENNIE LOU,WESTERN VISAYAS MEDICAL CENTER,nan
SALANATIN ANNABELLE,YMCA BLDG IZNART ILOILO CITY,nan
SALAZAR MECHELLE,ILOILO MISSION HOSPITAL,nan
SANCHO RAUL,ST PAULS HOSPITAL ILOILO,nan
SERMONIA EUNICE,HEALTHLINK ILOILO,nan
SEROFIA MITZ,WESTERN VISAYAS STATE UNIVERSITY MEDICAL CENTER,nan
SICAD LEAH,ROXAS CITY,nan
SOBREVEGA EUFEMIO,ILOILO DOCTORS HOSPITAL,nan
SOBREVEGA LEONOR,ILOILO DOCTORS HOSPITAL,nan
SOBREVEGA PAUL CHRISTIAN,ILOILO DOCTORS HOSPITAL,nan
SONZA SHEILA MAY,ST PAULS HOSPITAL ILOILO,nan
SOTOMIL MIGUEL,ST PAULS HOSPITAL ILOILO,nan
SULATRA JOSHUA NEIL,WESTERN VISAYAS STATE UNIVERSITY MEDICAL CENTER,nan
SY MICHELLE ANN,ROXAS CITY,nan
TABUENA DAISY,ASCLEPIUS CLINIC,nan
TABUENA ROLLIN,ASCLEPIUS CLINIC,nan
TALAMERA TY ALEKZANDER,ST PAULS HOSPITAL ILOILO,nan
TALEON JANICE,WESTERN VISAYAS MEDICAL CENTER,nan
TALLADOR REY,JANIUAY ILOILO,nan
TAMPOS ALTHEA,MOLO HEALTH CENTER,nan
TAYO NINA ANNA NATALIA,ILOILO MISSION HOSPITAL,nan
TE MARY CHRISTINE,WESTERN VISAYAS MEDICAL CENTER,nan
TECSON  ELNA,JANIUAY ILOILO,nan
TEODOSIO HESSELYN,KALIBO,nan
TINGSON PEDRO,ST PAULS HOSPITAL ILOILO,nan
TIROL MANUEL,ST PAULS HOSPITAL ILOILO,nan
TORRES MAZEL,KALIBO,nan
TRAYA HECTOR,ILOILO MISSION HOSPITAL,nan
TUGBANG DONALDO,ILOILO MEDICAL CENTER,nan
VALENCIA EMMYLOU,ILOILO MISSION HOSPITAL,nan
VALENCIA DANILO,SEBA,nan
VALENCIA KAREY LOIS,WESTERN VISAYAS MEDICAL CENTER,nan
VALENZUELA IRA,ILOILO PROVINCIAL HOSPITAL POTOTAN,nan
VILLA PATRICIA,GCJ DIAGNOSTIC CENTER ILOILO,nan
VILLANUEVA GIL,ILOILO DOCTORS HOSPITAL,nan
VILLAREAL HAZYL,ST PAULS HOSPITAL ILOILO,nan
YAP JESSICA,ILOILO MISSION HOSPITAL,nan
ADUL DEN,Metro North Medical Center and Hospital,nan
ANGELES LEO PAULO,The Medical Avenue,nan
ANTOLIN JACKLYN,Prestige Birth and Beyond Medical Clinic,nan
ARBIZO CLARISA,Veterans Memorial and Medical Center,nan
ARCENO THEA ALISSA,Novadeci Cooperative,nan
ARCILLA ALPHA MAE,Dona Aurora Obgyn and Birthing Center,nan
BACOLOR LYNMAN,Bacolor Family Clinic,nan
BADILLO JAIME,Metro North Medical Center and Hospital,nan
BALCE IVY JEAN,Femm Health Womens Ultrasound,nan
BALUYUT EVITA SHANE,Veterans Memorial and Medical Center,nan
BARADI DIWATA,Diliman Ob-Gyne Ultrasound,nan
BARTOLABAC JOVIC,Ob-Gyn Plus,nan
BASUEL OLIVIA,University Health Science,nan
BECINA GENER,Marian Medical Arts,nan
BELTRAN ALYSSA,Veterans Memorial and Medical Center,nan
BERCES ELY JRA,Tansor Medical Clinic,nan
BUHAY ROSANNA,Metro North Medical Center and Hospital,nan
BULOSAN MARIESOL,Sto. Nino De Caloocan Lying In,nan
CABREDO FRANCES,Novamed Lying In and Medical Clinic,nan
CABRERA CARMELA,Family Care Lagro,nan
CALIGAGAN JET,Prestige Birth and Beyond Medical Clinic,nan
CALMA ANDREA GAIL,Veterans Memorial and Medical Center,nan
CAYABYAB GRACE,Veterans Memorial and Medical Center,nan
CHICO MARIE NATALIE,Metro North Medical Center and Hospital,nan
CHONGCO MA. SONIA,Prestige Birth and Beyond Medical Clinic,nan
CLARITO ALMIRA,MED 101 Zabarte,nan
COSTALES MA. ZENAIDA,Coscor Family Clinic,nan
CRUZ MARY JOAN,Dr. Joan Cruz Pediatric Clinic,nan
DALIDA ROSARIO,Cruz Dalida Hospital,nan
DE LUNA DESIRE,De Luna Birthing Home,nan
DE LUNA FLORDELIZA,De Luna Birthing Home,nan
DELA CRUZ MICHELLE,Lagro Ob Gyn Ultrasound Clinic,nan
DELLOSA ARIDIN,Tansor Medical Clinic,nan
DELOS SANTOS JOAN DAVIS,Dr.Joan Davis Delos Santos Pediatric Clinic,nan
DELOS SANTOS MA. ANGELA,North Caloocan Doctors,nan
DIONISIO HECTOR,University Health Science,nan
DIOSDADO VICERAL,San Lorenzo Hospital,nan
DOLLETE EDNA,Dollete Pediatric Clinic,nan
ESMINO NOREEN,Esmino Pediatric Clinic,nan
FABIC JOY VIRGINIA,Veterans Memorial and Medical Center,nan
FELIX VICTORIA,Ann Francis Mother and Child Hospital,nan
FERNANDEZ ANNA LIZA,Tansor Medical Clinic,nan
FRIAZ PINKY,PDF Medical Clinic,nan
GABIONZA DANILO,Veterans Memorial and Medical Center,nan
GALLARDO JENNY,Novamed Lying In and Medical Clinic,nan
GARCIA SHARON,University Health Science,nan
GARCIA VIRGINIA,Markvim Hospital,nan
GENERIC MD 1,GENERIC,nan
GENERIC MD 2,GENERIC,nan
GENERIC MD 3,GENERIC,nan
GENERIC MD 4,GENERIC,nan
GENERIC MD 5,GENERIC,nan
GENERIC MD 6,GENERIC,nan
GENERIC MD 7,GENERIC,nan
GENERIC MD 8,GENERIC,nan
GENERIC MD 9,GENERIC,nan
GENERIC MD 10,GENERIC,nan
GREGORIO JUDY,Prestige Birth and Beyond Medical Clinic,nan
GUAB DIVINE,Divine Maternity Lying In Clinic,nan
GUALBERTO GENEVIEVE,Novamed Lying In and Medical Clinic,nan
HEMBRADOR EIREEN,Marian Medical Arts,nan
HIPOLITO APRIL LORRAINE,Baby Bump Birthing Center,nan
IGNACIO JOSEROM,Joserom Family Clinic,nan
ISORENA ANEROSI,Veterans Memorial and Medical Center,nan
JADJULI KHRISTINE VINE DUBE,Ob-Gyn Plus,nan
JAMPIL ROSE,Metro North Medical Center and Hospital,nan
LAYUG-TAN MA. THERESA,Metro North Medical Center and Hospital,nan
LAZARTE ALESSANDRA,Sto. Nino De Caloocan Lying In,nan
LIM JOSE,Dr Jose Lim Pediatric Clinic,nan
LIM-YAP YVONNE,Metro North Medical Center and Hospital,nan
MADLANGSAKAY MARILYN,Madlangsakay Medical and Lying In Clinic,nan
MAGALLONES-TAN  MILADY,University Health Science,nan
MAGPALE SHIELA,Prestige Birth and Beyond Medical Clinic,nan
MALLARI KCLYN,Madlangsakay Medical and Lying In Clinic,nan
MAMAUAG CARMELA,Metro North Medical Center and Hospital,nan
MANANTAN HENNIE,Doc Hennie Family Clinic,nan
MANEJA LILIA,Dr. Montano G. Ramos General Hospital,nan
MARIANO-VELASQUEZ CHERYLL,Dr. Cheryll Mariano Pediatric Clinic,nan
MARTILLO PAULA BIANCA,Dr. Martillo Pediatric Clinic,nan
MARTILLO VIRGINIA,Dr. Martillo Pediatric Clinic,nan
MEDEL IDA,SR Medical,nan
MEDEL SHARMAINE,SR Medical,nan
NAVARRA GERALDINE,LGC Care Maternity Clinic,nan
NG-BALOLOY VIENNA BLESSIE,Prestige Birth and Beyond Medical Clinic,nan
NONIFARA JESTYN,University Health Science,nan
OLMIDO ROSE,LGC Care Maternity Clinic,nan
ONG MARIA PAZ,Marian Medical Arts,nan
ORDINARIO MARIA CECILIA,Metro North Medical Center and Hospital,nan
OSMILLO JOAN,Metro North Medical Center and Hospital,nan
PAAT DESIRE,OB Station Plus,nan
PACHECO MA. JOSEFA,Veterans Memorial and Medical Center,nan
PANG ROSE MARIE,Visayas Pediatric Clinic,nan
PANGAIBAT ALIZA,University Health Science,nan
PANGANIBAN ARIANNE,The Queens Clinic,nan
PRINCIPE AIZZA ANGELA,Prestige Birth and Beyond Medical Clinic,nan
PUNZALAN ASTER,Punzalan Clinic,nan
PURUGGANAN MA. RHONA,Visayas Pediatric Clinic,nan
PUTULIN ANNA MARIE,Veterans Memorial and Medical Center,nan
QUINSAY LARA LORRICE,Metro North Medical Center and Hospital,nan
RAMIREZ ANA KARINA,Baby Bump Birthing Center,nan
RAMOS CHRISTINE,The Birth MD,nan
RAMOS CARIDAD,Dr. Montano G. Ramos General Hospital,nan
REYES GILBERT,Veterans Memorial and Medical Center,nan
